IdCFC;Situacao;Aprovados;NomeFantasia;RazaoSocial;CNPJ;Endereco;Numero;Bairro;Municipio;Telefone;Tipo;PessoaComDeficiencia;Recliclagem;Simulador
0000100248;Bloqueado;0;A M E Boulevard;Auto Moto Escola Boulevard Ltda Me;07918314000117;Rua Nove;232;Cid Jardim;Rio Claro;(019) 3524-6316;Pratico;Nao;Nao;Nao
0012550122;Bloqueado;0;A M E Cavalcante;Auto Escola Carneiro Ltda;01270330000160;R Muniz De Souza;661;Cambuci;Sao Paulo;(011) 3277-8945;Pratico;Nao;Nao;Nao
0000191655;Bloqueado;75;A M E Cid Das Rosas;Waldomiro Da Silva;53164604000210;Rua Mazel;271;Granja Viana;Cotia;(011) 7922-9490;Pratico;Nao;Nao;Nao
0000250129;Bloqueado;50;A M E Fort Sc Ltda;Auto Moto Escola Fort Sc Ltda;00000000000000;R Cesario Mota;324;Centro;Sorocaba;(015) 2241-591;Pratico;Nao;Nao;Sim
0005890703;Baixada;0;A M E Gregory Ltd Me;Cfc Classe B Gregory Ltda Me;00000000000000;Av Monteiro Lobato;3458;Vera Cruz;Mongagua;(013) 4483-113;Pratico;Nao;Nao;Sim
0000430129;Bloqueado;100;A M E Ideal Sorocaba;Auto Moto Escola Ideal Sorocaba;00000000000000;Americo Figueiredo;2710;Julio De Mesqui;Sorocaba;(015) 2318-361;Pratico;Nao;Nao;Sim
0000011774;Baixada;0;A M E Ladeira;Cfc B Ladeira Ltda Me;00000000000000;Rua Liberdade;136;Centro;Itaquaquecetuba;(011) 4640-3558;Pratico;Nao;Nao;Sim
0034720122;Bloqueado;0;A M E Merces;C F C B Ronie Ltda Me;08812699000104;Avenida Conselheiro Carrao;1767;Vila Carrao;Sao Paulo;(011) 3854-5475;Pratico;Nao;Nao;Sim
0001181669;Bloqueado;0;A M E Novo Horizonte;Sales Pereira Da Silva Auto Moto Escola;08976798000113;Av Plutao;765;Jd Novo Horizon;Carapicuiba;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000010248;Bloqueado;60;A M E Paraiso Filial;Auto Moto Escola Paraiso Ltda;00000000000000;Rua Seis A;574;Centro;Rio Claro;(019) 5242-884;Pratico;Nao;Nao;Sim
0001480507;Bloqueado;0;A M E Pessotti;Auto Moto Escola Pessotti Ltda - Me;09443294000109;Luiz Pequini;1058;S Terezinha;Sao Bernardo Do Campo;(011) 4127-1172;Pratico;Nao;Nao;Nao
0000551774;Baixada;0;A M E Piramide;Auto Moto Escola Halley Ltda;00000000000000;Est De Sta Isabel;1017;Jd S Helena;Itaquaquecetuba;(011) 4732-2570;Pratico;Nao;Nao;Sim
0000581774;Bloqueado;0;A M E Radiante;Centro De Formacao De Condutores Radiante Sc Ltda;00000000000000;Praca Dos Expedicionarios;46;Centro;Itaquaquecetuba;(011) 4640-3197;Pratico;Nao;Nao;Sim
0000251774;Baixada;0;A M E Rali;Auto Moto Escola Rali Sc Ltda;00000000000000;Av Italo Adami;614;Estacao;Itaquaquecetuba;(011) 4647-1718;Pratico;Nao;Nao;Sim
0000221774;Bloqueado;0;A M E Santa Rita;Auto Moto Escola Santa Rita Ltda;02135387000119;Rua Piracicaba;115;Monte Belo;Itaquaquecetuba;(011) 4647-4284;Pratico;Nao;Nao;Nao
0000401774;Bloqueado;0;A M E Santos Dumont;A E E Centro De Form De Cond Santos Dumont Ltda Me;03692867000143;Av Italo Adami;561;Estacao;Itaquaquecetuba;(011) 4640-2247;Pratico;Nao;Nao;Nao
0001720157;Baixada;0;A M E Sao Bernardo;Jose Nelson De Paula;00000000000000;Rua Regente Feijo;46;Vl Assuncao;Santo Andre;(011) 4474-4490;Pratico;Nao;Nao;Sim
0000340136;Bloqueado;0;A M E Sao Paulo;Centro F De Condutores B Sao Paulo S/c Ltda;04731606000158;Av Des Paulo Oliveira Costa;992;Centro;Taubate;(012) 3633-2112;Pratico;Nao;Nao;Nao
0001630136;Bloqueado;0;A M E Silcar 55;Silcar Centro De Formacao De Condutores B Ltda Me;03005392000250;Av Independencia;1706;V Jaboticabeira;Taubate;(012) 3681-1274;Pratico;Nao;Nao;Sim
0001750136;Bloqueado;0;A M E Silcar 59;S 3 Centro De Formacao De Condutores Ltda - Me;26480915000135;Rua Voluntario Benedito Sergio;973;Chac Visconde;Taubate;(012) 3629-2553;Pratico;Nao;Nao;Nao
0000191774;Baixada;67;A M E Suprema;Auto Moto Escola Suprema Sc Ltda;00000000000000;Est Do Pinheirinho;195;Jd Caiuby;Itaquaquecetuba;(011) 4649-3122;Pratico;Nao;Nao;Sim
0000371662;Bloqueado;0;A M E Transito;Centro De Formacao De Condutores B Transito Sc Ltd;00000000000000;Av Casa Grande;402;Jd Portinari;Diadema;(011) 7647-2579;Pratico;Nao;Nao;Sim
0000040500;Baixada;0;A M E Vasconcellos;Centro De Formacao De Condutores B Vasconcellos;67359794000155;Rua Quintino Bocaiuva;133;Centro;Capao Bonito;(015) 5421-266;Pratico;Nao;Nao;Nao
0000130157;Baixada;60;A M E Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Av Valentim Magalhaes;3150;Cond Maracana;Santo Andre;(011) 6762-1781;Pratico;Nao;Nao;Sim
0000070682;Baixada;0;A M Es Independencia;Arnor Onorato Da Silva S C Ltda;00000000000000;R Francisco Assis Madeira;297;Centro;Tiete;(015) 3282-6998;Pratico;Nao;Nao;Sim
0000880178;Bloqueado;0;A M Escola 4 Rodas;Gussi E Vaccari Auto Moto Escola S/c Ltda;02079496000166;Avenida Sao Carlos;2493;Centro;Sao Carlos;(016) 2722-325;Pratico;Nao;Nao;Nao
0001270157;Baixada;100;A M Escola A Pynna;Auto Moto Escola Ailton Pynna Ltda Me;00000000000000;Rua Oratorio;4304;Pq N Oratorio;Santo Andre;(011) 7163-011;Pratico;Nao;Nao;Sim
0000010157;Baixada;100;A M Escola Abc Ltda;Maltempe Cia Sc Ltda;00000000000000;Rua Luiz Silva;208;Vl Helena;Santo Andre;(011) 4136-630;Pratico;Nao;Nao;Sim
0000070157;Baixada;100;A M Escola Alvaro;Alvaro Fernando De Oliveira Silva Me;00000000000000;Trav Jose Villegas;52;Silveira;Santo Andre;(011) 4972-2215;Pratico;Nao;Nao;Sim
0000280157;Bloqueado;0;A M Escola Bass;Simao Berto Bass Me;00000000000000;Rua Senador Flaquer;966;Centro;Santo Andre;(011) 4496-511;Pratico;Nao;Nao;Sim
0001600136;Baixada;0;A M Escola Bee Bee;Bueno & Rodrigues Centro De Form De Cond B Ltda Me;00000000000000;R Juca Esteves;34;Centro;Taubate;(012) 3634-3070;Pratico;Nao;Nao;Sim
0001000157;Baixada;100;A M Escola Boa Vista;Auto Moto Escola Boa Vista;44195139000103;Rua Leonilda;506;Camilopolis;Santo Andre;(011) 7603-2346;Pratico;Nao;Nao;Nao
0000550157;Baixada;0;A M Escola Brasilia;Auto Moto Escola Brasilia Sc Ltda Me;74341140000160;Rua Jose D Angelo;336;Jd Bom Pastor;Santo Andre;(011) 4409-685;Pratico;Nao;Nao;Nao
0000460157;Baixada;100;A M Escola Brites;Auto Moto Escola Brites Sc Ltda;00000000000000;Rua Alabama;364;Pq N Oratorio;Santo Andre;(011) 4153-470;Pratico;Nao;Nao;Sim
0000400976;Bloqueado;0;A M Escola Classe A;Centro De F De Cond Categoria B Alvinopolis Ltda;05105610000254;Av Major Juvenal Alvim;57;Centro;Atibaia;(011) 3402-8658;Pratico;Nao;Nao;Nao
0001240157;Baixada;0;A M Escola Classe A;Auto Moto Escola Classe A;48866354000140;Rua Luis Pinto Flaquer;122;Centro;Santo Andre;(011) 4994-1451;Pratico;Nao;Nao;Nao
0000520157;Baixada;100;A M Escola Cristiane;Auto Moto Escola Cristiane Sc Ltda Me;00000000000000;Av Rangel Pestana;346;Jd Cristiane;Santo Andre;(010) 4540-624;Pratico;Nao;Nao;Sim
0000580157;Baixada;0;A M Escola Epoca;Aldo Aparecido Rubini;00000000000000;Rua Oratorio;340;Bangu;Santo Andre;(011) 4996-2616;Pratico;Nao;Nao;Sim
0000700157;Baixada;0;A M Escola Estefano;Auto Moto Escola Estefano Sc Ltda;00000000000000;Av Utinga;683;Vl Metalurgica;Santo Andre;(011) 4976-1055;Pratico;Nao;Nao;Sim
0000490920;Baixada;100;A M Escola Floretto;Albina Stradioto Floretto;00000000000000;Rua Doutor Aniz Fadul;185;Vl M De Maggi;Suzano;(011) 4748-2264;Pratico;Nao;Nao;Sim
0000070731;Bloqueado;0;A M Escola Galdiano;Centro De Formacao De Condutores Galdiano Sc Ltda;66999178000104;Rua Fabiano Alves De Freitas;85;Centro;Ituverava;(016) 3729-6230;Pratico;Nao;Nao;Nao
0000370157;Baixada;0;A M Escola Gardini;Darcy Antonio Gardini Ae 013;00000000000000;Av Alfredo Maluf;616;Jd S Antonio;Santo Andre;(011) 9999-9999;Pratico;Nao;Nao;Sim
0000910157;Baixada;0;A M Escola Humaita;Auto Moto Escola Humaita Sc Ltda Me;00000000000000;Av Queiroz Filho;830;Vl Humaita;Santo Andre;(011) 4135-293;Pratico;Nao;Nao;Sim
0001061669;Baixada;0;A M Escola Ideal;Jv Auto Moto Escola Ideal Ltda Me;00522531000144;Av Inocencio Serafico;301;Vl Leopoldo;Carapicuiba;(011) 4207-9642;Pratico;Nao;Nao;Nao
0000970157;Baixada;100;A M Escola J R;Cfc Jose Pinto Condutores;11892305000171;Rua Oratorio;1451;Pq Das Nacoes;Santo Andre;(011) 4158-599;Pratico;Nao;Nao;Nao
0001810157;Baixada;0;A M Escola Magnum;Armando Jose Longo;00000000000000;Estrada Do Pedroso;698;Jd Sto Andre;Santo Andre;(011) 7173-133;Pratico;Nao;Nao;Sim
0000131655;Baixada;100;A M Escola Manacas;Auto Moto Escola Manacas Ltda;00000000000000;Rua Dos Manacas;478;Jd Da Gloria;Cotia;(011) 4612-0182;Pratico;Nao;Nao;Sim
0000461074;Baixada;0;A M Escola Morrinhos;Morrinhos Cfc Veic Do Litoral Me;00000000000000;Av Eva Pereira Dos Santos;403;Morrinhos Iii;Guaruja;(013) 3387-1100;Pratico;Nao;Nao;Sim
0000130584;Bloqueado;0;A M Escola Nova Era;Centro De Formacao De Condutores Nova Era S C Ltda;03689471000147;Av Brasil;1441;Centro;Pereira Barreto;(018) 3704-1730;Teorico;Nao;Nao;Sim
0000220584;Baixada;0;A M Escola Nova Era;Auto E Moto Escola Nova Era S C Ltda;00000000000000;Av Bento Alves Natel;554;Centro;Sud Mennucci;(018) 7561-387;Pratico;Nao;Nao;Sim
0000430157;Baixada;100;A M Escola Padrao;Cfc B Padrao Ltda;12066586000176;Praca Almeida Junior;32;Vl Assuncao;Santo Andre;(011) 4994-4334;Pratico;Nao;Nao;Nao
0001960157;Baixada;92;A M Escola Pynna;Auto Moto Escola Pynna Sc Ltda Me;00000000000000;Av Sao Bernardo Do Campo;211;Vl Luzita;Santo Andre;(011) 4971-0904;Pratico;Nao;Nao;Sim
0002500157;Baixada;0;A M Escola Pynna;Marcelo Cazzoto Pina Me;00000000000000;Estrada Do Pedroso;905;Jd Sto Andre;Santo Andre;(011) 6762-1781;Pratico;Nao;Nao;Sim
0001060157;Baixada;64;A M Escola Rodrigues;Edmar De Nicodemos Rodrigues;00000000000000;Av Guaianazes;828;Vl Humaita;Santo Andre;(011) 4403-818;Pratico;Nao;Nao;Sim
0002050157;Bloqueado;86;A M Escola Salome;Clelia Fernandes Salome;15293728000126;Rua Pedro Alvares Cabral;207;S Terezinha;Santo Andre;(011) 4461-884;Pratico;Nao;Nao;Nao
0001840157;Baixada;0;A M Escola Sao Joao;Joao Geraldini;00000000000000;Rua Brauna;9;Cec Maria;Santo Andre;(011) 4133-463;Pratico;Nao;Nao;Sim
0001120157;Bloqueado;0;A M Escola Status;Gabor Vitor Kajdacsy Balla;00000000000000;Av Sao Paulo;1190;Cid Sao Jorge;Santo Andre;(011) 4979-2938;Pratico;Nao;Nao;Sim
0000101690;Bloqueado;0;A M Escola Trevisan;Centro De Form. De Condutores Trevisan Ltda. - Me;03584557000105;Av Ivo Trevisan;866;Jd J Paulo Ii;Sumare;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000160157;Baixada;0;A M Escola Ultra;Auto Moto Escola Ultra Sc Ltda Me;00000000000000;Av Cap Mario De Toledo Camargo;7006;Jd Vila Rica;Santo Andre;(011) 4991-1815;Pratico;Nao;Nao;Sim
0000011921;Bloqueado;0;A M Escola Vannucci;Dirceu Vannucci Me;00000000000000;R Gustavo Leon Zalesk;68;Centro;Francisco Morato;(011) 4488-3599;Pratico;Nao;Nao;Sim
0001660157;Baixada;0;A M Escola Vila Rica;Auto Escola Vila Rica Sc Ltda;00000000000000;Rua Tamoios;31;Vila Alzira;Santo Andre;(011) 4972-1258;Pratico;Nao;Nao;Sim
0000250157;Bloqueado;100;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;45615838000551;Rua Leonilda;488;Camilopolis;Santo Andre;(011) 7603-4410;Pratico;Nao;Nao;Nao
0000490157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;45615838000713;Rua Cordovil;36;Vl Humaita;Santo Andre;(011) 4458-6366;Pratico;Nao;Nao;Nao
0000790157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Rua Pires Do Rio;20;Vl Gilda;Santo Andre;(011) 4492-465;Pratico;Nao;Nao;Sim
0000880157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;45615838000632;Av Dom Pedro Primeiro;3370;Jd Guarara;Santo Andre;(011) 4135-293;Pratico;Nao;Nao;Nao
0001030157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Rua Cel Francisco Amaro;743;Vl Assuncao;Santo Andre;(011) 9999-9999;Pratico;Nao;Nao;Sim
0001180157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Al Vieira De Carvalho;60;Sta Terezinha;Santo Andre;(011) 4472-324;Pratico;Nao;Nao;Sim
0001210157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Av Martim Francisco;1101;Pq Das Nacoes;Santo Andre;(011) 7161-840;Pratico;Nao;Nao;Sim
0001360157;Baixada;100;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;45615838001019;Av Dom Pedro Primeiro;2500;Vila Vitoria;Santo Andre;(011) 7171-908;Pratico;Nao;Nao;Nao
0001390157;Baixada;100;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Rua Tristao De Ataide;14;Jd Ana Maria;Santo Andre;(011) 7167-845;Pratico;Nao;Nao;Sim
0001450157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Av Brasil;575;Pq Das Nacoes;Santo Andre;(011) 7162-838;Pratico;Nao;Nao;Sim
0001630157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Rua Das Hortencias;351;Vl Helena;Santo Andre;(011) 7168-992;Pratico;Nao;Nao;Sim
0001750157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Av Queiroz Filho;605607;Vl America;Santo Andre;(011) 4134-670;Pratico;Nao;Nao;Sim
0001930157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;45615838000390;Rua Oratorio;1950;Pq Das Nacoes;Santo Andre;(011) 7165-773;Pratico;Nao;Nao;Nao
0001990157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Av Principe De Galles;346;Princ Galles;Santo Andre;(011) 4990-4878;Pratico;Nao;Nao;Sim
0002020157;Baixada;100;A M Escola Visao;Auto Moto Escola Visao Sc Ltda Me;00000000000000;Rua Xavier De Toledo;28;Centro;Santo Andre;(011) 4494-966;Pratico;Nao;Nao;Sim
0002140157;Baixada;0;A M Escola Visao;Auto Escola Visao Sc Ltda Me;00000000000000;Av Sapopemba;124;Jd Maravilhas;Santo Andre;(011) 9999-9999;Pratico;Nao;Nao;Sim
0020500157;Baixada;0;A M Escola Visao;Auto Moto Escola Visao Sc Ltda;00000000000000;Rua Xavier De Toledo;28;Centro;Santo Andre;(011) 4494-966;Pratico;Nao;Nao;Sim
0001090157;Baixada;100;A M Escola Wanderley;Escritorio Comercial Mathias Duarte Sc Ltda;57598864000174;Av Da Paz;1034;Vl Metalurgica;Santo Andre;(011) 7603-4949;Pratico;Nao;Nao;Nao
0000461907;Bloqueado;0;A Moto Esc Ss Real;Ss Real Centro De Formacao De Condutores Lt Me;06914653000162;Av Santos Dumont;1006;V Andeyara;Ferraz De Vasconcelos;(011) 9679-2265;Pratico;Nao;Nao;Nao
0002530157;Baixada;0;A Moto Escola Eloi;Auto Escola Eloi & Chagas Ltda Me;00000000000000;Rua Calabria;384;Pq N Oratorio;Santo Andre;(011) 0;Pratico;Nao;Nao;Sim
0000610087;Baixada;0;A Moto Escola Zuim;Francisco Justolin - Me.;00000000000000;Rua Sao Paulo;100;Centro;Rio Das Pedras;(019) 4932-314;Pratico;Nao;Nao;Sim
0000700535;Baixada;100;A Pioneira;Auto Escola A Pioneira Sc Ltda;00000000000000;R Saigiro Nakamura;833;Vl Industrial;Sao Jose Dos Campos;(012) 3982-8236;Pratico;Nao;Nao;Sim
0000430976;Bloqueado;0;A Vaz De Lima Ltda;Centro De F De Condutores A Vaz De Lima Ltda Me;09622076000123;Rua Sao Joao;265;Cidade Nova;Bom Jesus Dos Perdoes;(011) 4012-7354;Teorico;Nao;Nao;Nao
0000280220;Bloqueado;0;A. E. M.e Riachuelo;Centro De Formacao De Condutores Riachuelos/c Ltda;05249234000190;Pca  riachuelo 1 Andar;41;Centro;Itapira;(019) 3843-6020;Pratico;Nao;Nao;Nao
0020020122;Baixada;0;A. E. Marcio;Auto Moto Escola Portal Morumbi Sc Ltda;00000000000000;R Edward Josefh;122;Morumbi;Sao Paulo;(011) 3743-4266;Pratico;Nao;Nao;Sim
0000160087;Baixada;0;A. M. Escola Ipanema;Auto Moto Escola E Despachante Ipanema S/c Ltda.;00000000000000;Rua Sao Joao;146;Dos Alemaes;Piracicaba;(019) 4333-196;Pratico;Nao;Nao;Sim
0000551907;Bloqueado;0;A. M. Escola Sales;Centro De Form De Condutores B Sales E Felix Ltme;08830590000191;Av Brasil;321;Vila Correa;Ferraz De Vasconcelos;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000820108;Bloqueado;48;A.e. Detroit Ii;Cfc Auto Moto Escola Detroit Ltda;01018796000253;Av. Dr. Bernadinho De Campos;84;Vila Belmiro;Santos;(013) 3324-7740;Teorico e prático;Nao;Nao;Sim
0030760122;Baixada;0;A.e. F. Ferrari;Cfc Ferreira Ferrari S/c Ltda;00000000000000;Rua Moises Marx;91201;Vila Aricanduva;Sao Paulo;(011) 6193-5030;Pratico;Nao;Nao;Sim
0000760129;Bloqueado;100;A.e.21 De Abril;Auto Escola 21 De Abril Ltda-me;71481600000167;R Miranda Azevedoo;257;Centro;Sorocaba;(015) 2322-164;Pratico;Nao;Nao;Nao
0000310129;Bloqueado;0;A.e.ideal Ipanema;Auto Moto Escola Ideal Ipanema;00000000000000;Av Ipanema;1730;V Angelica;Sorocaba;(015) 2236-031;Pratico;Nao;Nao;Sim
0024880122;Bloqueado;0;A.e.nova Augusta S/c Ltda;A.e.nova Augusta S/c Ltda;04926984000197;R.augusta;1298;Consolacao;Sao Paulo;(011) 3253-2922;Pratico;Nao;Nao;Nao
0026230122;Bloqueado;0;A.m.e. Do Futuro I Ltda;A.m.e. Do Futuro I Ltda;05644947000159;Rua Parapua;1682;Brasilandia;Sao Paulo;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000791718;Baixada;78;A/e Sao Cristovao;Auto Escola Sao Cristovao S/c Ltda;02671235000130;Rua Prof Joaquim C De Freitas;396;Jd Do Lar;Varzea Paulista;(011) 4596-4355;Pratico;Nao;Nao;Nao
0002020143;Baixada;0;A/escola Dois Irmaos;Centro De Formacao De Cond B Dois Irmaos Ltda Me;00000000000000;Voluntarios Da Franca;637;Estacao;Franca;(000) 0;Pratico;Nao;Nao;Sim
0025120122;Bloqueado;0;Abbas Ame;S D A Auto Moto Escola S/s Ltda;04624016000126;Rua Barra Do Tibagi;604;Bom Retiro;Sao Paulo;(011) 3361-6105;Pratico;Nao;Nao;Nao
0001690157;Bloqueado;0;Abc Cfc Sc Ltda;Abc Cfc Sc Ltda;00000000000000;Rua Coronel Ortiz;679;Centro;Santo Andre;(011) 4990-9111;Teorico;Nao;Nao;Sim
0000582292;Bloqueado;0;Absoluta;Centro De Formacao De Condutores Star Ss Ltda Me;04213413000105;R Joao Alfredo De Moraes;700;Centro;Sao Lourenco Da Serra;(011) 4686-1696;Pratico;Nao;Nao;Nao
0000882292;Bloqueado;0;Absoluta;Centro De Formacao De Condutores Sao Lour Da Serra;04200819000153;R Joao Alfredo De Moraes;700;Centro;Sao Lourenco Da Serra;(011) 3627-7000;Teorico;Nao;Nao;Nao
0000310374;Baixada;0;Absolutta C F C B Ltda Me;Absolutta C F C B Ltda Me;20653772000130;Rua Jose Carlos De Toledo;434;Centro;Sete Barras;(013) 3872-0436;Pratico;Nao;Nao;Sim
0000341389;Baixada;0;Acacia;Cfc B Acacia Ii Ltda;00000000000000;Av Dr Carlos Botelhos;301;Centro;Pariquera-acu;(013) 3856-5213;Pratico;Nao;Nao;Sim
0000040066;Baixada;0;Adail Moto Escola;Cfc Adail Moto Escola Ltda Me;00000000000000;Av Prof Francisco Valio;543;Centro;Itapetininga;(015) 2725-657;Pratico;Nao;Nao;Sim
0000220136;Baixada;0;Ademar Auto Escola;Unitran Taubate - Cfc "b" S/c Ltda.;00000000000000;R Cons Moreira De Barros;148;Centro;Taubate;(012) 2331-421;Pratico;Nao;Nao;Sim
0000730157;Bloqueado;100;Adepaesa Cfc;Adepaesa Centro De Formacao De Condutores Sc Ltda;00000000000000;Av Artur De Queiroz;339;Casa Branca;Santo Andre;(011) 3627-7000;Pratico;Nao;Nao;Sim
0000850045;Baixada;0;Advance - Anchieta;Rubio & Wagner C F C Desp Sc Ltda;00000000000000;Av Papa Joao Paulo Ii;593;Padre Anchieta;Campinas;(019) 3281-2749;Pratico;Nao;Nao;Sim
0000910045;Bloqueado;0;Advance-cambui;Guinatti & Rubio C.f.c. Ltda;74164328000180;R Barreto Leme;2533;Cambui;Campinas;(019) 3254-5030;Pratico;Nao;Nao;Nao
0001630045;Bloqueado;0;Advance-centro Ii;Auto Moto Escola Swift Ltda;02437784000145;Rua Luzitana;1046;Centro;Campinas;(019) 3232-5529;Pratico;Nao;Nao;Nao
0001510045;Baixada;0;Adventure;Faccio & Faccio Centro Formacao Condutores Ltda;00000000000000;Av Washington Luis;307;Ponte Preta;Campinas;(019) 3234-5374;Pratico;Nao;Nao;Sim
0000970535;Bloqueado;0;Adyanna Formatran;Adyanna Formatran Centro Formacao Condutores;04945280000161;Av Heitor Vila Lobos;1480;Vila Rubi;Sao Jose Dos Campos;(012) 3923-7025;Pratico;Nao;Nao;Nao
0032530122;Bloqueado;0;Ae Acerta;Cfc B Jj Ltda Me;04155968000148;Av Sapopemba;13554;Jd Santa Adelia;Sao Paulo;(011) 6111-8908;Pratico;Nao;Nao;Nao
0001331662;Bloqueado;0;Ae Alpha;C. F. De Condutores Auto Moto Escola Alpha Ltda Me;04642739000158;Rua Joao Teodoro Ginesi;177;Centro;Diadema;(011) 4043-2676;Pratico;Nao;Nao;Nao
0025900122;Bloqueado;0;Ae Analia Franco;Rolleira E Gregorio Ae Ltda;05704330000181;Rua Emilia Marengo;788;Tatuape;Sao Paulo;(011) 6671-8835;Pratico;Nao;Nao;Nao
0000280675;Bloqueado;0;Ae Aprendiz Norte;Alvaro Ricardo Baptistella E Cia Ltda Me;06187763000250;Av Duque De Caxias Norte;474;Jd Elite;Pirassununga;(019) 3562-1298;Pratico;Nao;Nao;Nao
0001270143;Baixada;0;Ae Barbara;Auto Escola Hygino Ltda Me;00000000000000;Antonio Derminio;1650;J Derminio;Franca;(016) 3723-9362;Pratico;Nao;Nao;Sim
0000280591;Baixada;0;Ae Bela Vista;Centro De Formacao De Cond Vitoria Ss Ltda Me;00000000000000;Av Expedicionarios Brasileiros;1569;Coester;Fernandopolis;(017) 3462-7709;Teorico e prático;Nao;Sim;Sim
0013000122;Bloqueado;0;Ae Capao Redondo;Auto Moto Escola Vila Andrade S/c Ltda Me;00932458000189;Rua Maria Jose Da Conceicao;15;Vila Andrade;Sao Paulo;(011) 3501-1796;Pratico;Nao;Nao;Nao
0001780129;Bloqueado;0;Ae Conquista;Centro De Form De Cond Conquista Sorocaba Ltda Me;21971108000100;Av Edward Fru Fru M Da Silva;325;Jd Sao Guilherm;Sorocaba;(015) 3346-8152;Pratico;Nao;Nao;Nao
0031750122;Bloqueado;0;Ae Copacabana;Cfc B Ja Cobacabana Ltda;07689397000110;R Cons Moreira De Barros;1390;Santana;Sao Paulo;(011) 2976-7184;Pratico;Nao;Nao;Nao
0000192334;Bloqueado;0;Ae Dpreferencia;Centro Dpreferencia De Formacao De Cond Ltda Me;08629094000174;Praca Sao Benedito;27;Centro;Biritiba-mirim;(011) 4692-1229;Pratico;Nao;Nao;Nao
0000252334;Baixada;0;Ae Dpreferencia;Centro De Formacao De Cond De B Mirim Ltda Me;00000000000000;Cel Silvino De Miranda Melo;150;Centro;Biritiba-mirim;(011) 4692-2360;Teorico;Nao;Sim;Sim
0000701669;Bloqueado;0;Ae El Shaday;Auto Escola El Shaday Ltda Me;04953755000161;Av Fernanda;147;Centro;Carapicuiba;(011) 4183-2095;Pratico;Nao;Nao;Nao
0000250143;Baixada;0;Ae Francana;Irmaos Bizzi Ltda Me;00000000000000;R Ouvidor Freire;2405;Centro;Franca;(016) 0;Pratico;Nao;Nao;Sim
0000280920;Baixada;100;Ae Imperador;Cfc Imperador S/s Ltda Me;02254948000107;R Benjamin Constant;818;Centro;Suzano;(011) 4748-2001;Pratico;Nao;Nao;Nao
0032980122;Baixada;0;Ae Itamaraty;Cfc Itaim Ltda Me;00000000000000;Av Marechal Tito;4287;Itaim Paulista;Sao Paulo;(011) 2562-9595;Pratico;Nao;Nao;Sim
0000130549;Bloqueado;0;Ae J Paulo Ii Filial;Dirce Thereza Dos Santos;00000000000000;Rua Dr Rodrigues De Azevedo;471;Centro;Lorena;(012) 5526-667;Pratico;Nao;Nao;Sim
0000670108;Bloqueado;46;Ae Javarotti;Centro De Formacao De De Condutores B Lll Ltda Me;10982765000128;Av Pedro Lessa;1293;Ponta Da Praia;Santos;(011) 3627-7000;Pratico;Nao;Nao;Nao
0033130122;Bloqueado;0;Ae Javarotti;Cfc B Lls Ltda Me;09010777000101;Av Gen Ataliba Leonel;94;Santana;Sao Paulo;(011) 2089-0005;Pratico;Nao;Nao;Nao
0001151669;Bloqueado;0;Ae Leao Filial 1;Eduardo Aparecido Leao Me;07271575000279;Av Victorio Fornazaro;654;Vl Sul American;Carapicuiba;(011) 4181-1942;Pratico;Nao;Nao;Nao
0000160465;Bloqueado;0;Ae Modelo;Auto Escola Modelo S/c Ltda;01626667000167;R Marques Do Herval;90;Centro;Espirito Santo Do Pinhal;(019) 3661-2978;Pratico;Nao;Nao;Nao
0000011368;Bloqueado;100;Ae Nova Cerquilho;Cfc Auto Escola Nova Cerquilho S/c Ltda;02118851000169;Av Angelo Modolo;50;Nova Cerquilho;Cerquilho;(015) 2841-297;Teorico;Nao;Sim;Sim
0000820276;Bloqueado;58;Ae Nova Geracao;Auto Escola Nova Geracao Ltda Me;24949585000159;R Cap Silvio Fleming;552;Vila Nova;Itu;(011) 3627-7000;Pratico;Nao;Nao;Nao
